,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
CP_2_and_pancreatic_trypsin_inhibitor_2,CP_2,pancreatic_trypsin_inhibitor,0.187,7255,0.387,0.828,0.475,91.903,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,49434,27511,0
CP_2_and_pancreatic_trypsin_inhibitor_3,CP_2,pancreatic_trypsin_inhibitor,0.711,24909,0.896,0.944,0.905,97.572,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,49434,27511,0
CP_2_and_pancreatic_trypsin_inhibitor_4,CP_2,pancreatic_trypsin_inhibitor,0.168,5134,0.32,0.818,0.419,90.131,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,49434,27511,0
CP_2_and_pancreatic_trypsin_inhibitor_5,CP_2,pancreatic_trypsin_inhibitor,0.143,4476,0.312,0.811,0.412,89.792,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,49434,27511,0
PAPAIN_and_equistatin_1,PAPAIN,equistatin,0.645,27155,0.888,0.69,0.849,86.389,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,47245,17916,1
PAPAIN_and_equistatin_2,PAPAIN,equistatin,0.65,27214,0.902,0.692,0.86,84.839,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,47245,17916,1
PAPAIN_and_equistatin_3,PAPAIN,equistatin,0.623,26768,0.864,0.679,0.827,86.52,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,47245,17916,1
PAPAIN_and_equistatin_4,PAPAIN,equistatin,0.584,26692,0.872,0.677,0.833,86.153,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,47245,17916,1
PAPAIN_and_equistatin_5,PAPAIN,equistatin,0.575,26496,0.857,0.678,0.822,82.76,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,47245,17916,1
CARBOXYPEPTIDASE_A4_and_latexin_1,CARBOXYPEPTIDASE_A4,latexin,0.713,131658,0.942,0.953,0.944,97.059,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35121,2177,1
CARBOXYPEPTIDASE_A4_and_latexin_2,CARBOXYPEPTIDASE_A4,latexin,0.7,131825,0.939,0.949,0.941,97.014,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35121,2177,1
CARBOXYPEPTIDASE_A4_and_latexin_3,CARBOXYPEPTIDASE_A4,latexin,0.712,131846,0.942,0.951,0.944,96.971,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35121,2177,1
CARBOXYPEPTIDASE_A4_and_latexin_4,CARBOXYPEPTIDASE_A4,latexin,0.704,132154,0.94,0.951,0.942,97.03,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35121,2177,1
CARBOXYPEPTIDASE_A4_and_latexin_5,CARBOXYPEPTIDASE_A4,latexin,0.719,132234,0.943,0.954,0.945,97.199,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35121,2177,1
THERMOLYSIN_and_sqapi_1,THERMOLYSIN,sqapi,0.112,5252,0.327,0.82,0.425,85.728,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,27893,1546,0
THERMOLYSIN_and_sqapi_2,THERMOLYSIN,sqapi,0.113,4828,0.301,0.814,0.404,87.72,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,27893,1546,0
THERMOLYSIN_and_sqapi_3,THERMOLYSIN,sqapi,0.215,33442,0.595,0.881,0.652,91.123,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,27893,1546,0
THERMOLYSIN_and_sqapi_4,THERMOLYSIN,sqapi,0.178,19962,0.492,0.854,0.565,89.442,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,27893,1546,0
THERMOLYSIN_and_sqapi_5,THERMOLYSIN,sqapi,0.151,9793,0.394,0.835,0.482,87.97,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,27893,1546,0
CATHEPSIN_D_and_potato_cathepsin_d_inhibitor_1,CATHEPSIN_D,potato_cathepsin_d_inhibitor,0.021,375,0.226,0.675,0.315,84.676,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,40647,3241,1
CATHEPSIN_D_and_potato_cathepsin_d_inhibitor_2,CATHEPSIN_D,potato_cathepsin_d_inhibitor,0.193,79406,0.609,0.806,0.648,88.528,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,40647,3241,1
CATHEPSIN_D_and_potato_cathepsin_d_inhibitor_3,CATHEPSIN_D,potato_cathepsin_d_inhibitor,0.143,41934,0.572,0.783,0.614,87.172,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,40647,3241,1
CATHEPSIN_D_and_potato_cathepsin_d_inhibitor_4,CATHEPSIN_D,potato_cathepsin_d_inhibitor,0.118,12902,0.413,0.744,0.48,86.973,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,40647,3241,1
CATHEPSIN_D_and_potato_cathepsin_d_inhibitor_5,CATHEPSIN_D,potato_cathepsin_d_inhibitor,0.036,902,0.244,0.68,0.331,84.383,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,40647,3241,1
PAPAIN_and_aspin_1,PAPAIN,aspin,0.043,269,0.33,0.621,0.388,78.705,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,47245,652,0
PAPAIN_and_aspin_2,PAPAIN,aspin,0.034,753,0.18,0.607,0.265,82.834,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,47245,652,0
PAPAIN_and_aspin_3,PAPAIN,aspin,0.03,729,0.184,0.601,0.268,82.078,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,47245,652,0
PAPAIN_and_aspin_4,PAPAIN,aspin,0.031,544,0.185,0.61,0.27,81.919,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,47245,652,0
PAPAIN_and_aspin_5,PAPAIN,aspin,0.126,6129,0.534,0.718,0.571,85.786,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,47245,652,0
CARBOXYPEPTIDASE_A1_and_tci1_1,CARBOXYPEPTIDASE_A1,tci1,0.745,46091,0.957,0.96,0.958,98.264,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,32675,270,1
CARBOXYPEPTIDASE_A1_and_tci1_2,CARBOXYPEPTIDASE_A1,tci1,0.729,46220,0.954,0.959,0.955,98.16,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,32675,270,1
CARBOXYPEPTIDASE_A1_and_tci1_3,CARBOXYPEPTIDASE_A1,tci1,0.742,45984,0.956,0.96,0.957,98.102,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,32675,270,1
CARBOXYPEPTIDASE_A1_and_tci1_4,CARBOXYPEPTIDASE_A1,tci1,0.726,45971,0.953,0.958,0.954,97.945,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,32675,270,1
CARBOXYPEPTIDASE_A1_and_tci1_5,CARBOXYPEPTIDASE_A1,tci1,0.734,46050,0.955,0.959,0.956,97.99,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,32675,270,1
CATHEPSIN_L_and_tci1_1,CATHEPSIN_L,tci1,0.181,1187,0.342,0.768,0.427,83.922,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,51628,270,0
CATHEPSIN_L_and_tci1_2,CATHEPSIN_L,tci1,0.204,2387,0.452,0.77,0.516,85.92,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,51628,270,0
CATHEPSIN_L_and_tci1_3,CATHEPSIN_L,tci1,0.29,16743,0.593,0.855,0.645,90.933,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,51628,270,0
CATHEPSIN_L_and_tci1_4,CATHEPSIN_L,tci1,0.015,42,0.188,0.749,0.3,84.909,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,51628,270,0
CATHEPSIN_L_and_tci1_5,CATHEPSIN_L,tci1,0.013,8,0.152,0.745,0.27,82.527,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,51628,270,0
THERMOLYSIN_and_smpi_1,THERMOLYSIN,smpi,0.053,2142,0.233,0.786,0.343,90.781,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,27893,1062,1
THERMOLYSIN_and_smpi_2,THERMOLYSIN,smpi,0.644,61219,0.897,0.954,0.908,97,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,27893,1062,1
THERMOLYSIN_and_smpi_3,THERMOLYSIN,smpi,0.027,976,0.244,0.789,0.353,89.343,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,27893,1062,1
THERMOLYSIN_and_smpi_4,THERMOLYSIN,smpi,0.659,61074,0.908,0.955,0.917,97.064,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,27893,1062,1
THERMOLYSIN_and_smpi_5,THERMOLYSIN,smpi,0.658,61245,0.907,0.957,0.917,97.05,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,27893,1062,1
SERRALYSIN_and_aspin_1,SERRALYSIN,aspin,0,0,0.16,0.764,0.281,82.351,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,78890,652,0
SERRALYSIN_and_aspin_2,SERRALYSIN,aspin,0,0,0.142,0.76,0.266,84.672,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,78890,652,0
SERRALYSIN_and_aspin_3,SERRALYSIN,aspin,0,0,0.163,0.765,0.283,86.153,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,78890,652,0
SERRALYSIN_and_aspin_4,SERRALYSIN,aspin,0,0,0.158,0.765,0.279,83.627,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,78890,652,0
SERRALYSIN_and_aspin_5,SERRALYSIN,aspin,0,0,0.139,0.757,0.262,85.787,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,78890,652,0
CARBOXYPEPTIDASE_A1_and_trypsin_inhibitor_1,CARBOXYPEPTIDASE_A1,trypsin_inhibitor,0.139,7463,0.451,0.905,0.542,90.349,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,32675,126,0
CARBOXYPEPTIDASE_A1_and_trypsin_inhibitor_2,CARBOXYPEPTIDASE_A1,trypsin_inhibitor,0.162,7682,0.457,0.906,0.547,90.663,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,32675,126,0
CARBOXYPEPTIDASE_A1_and_trypsin_inhibitor_3,CARBOXYPEPTIDASE_A1,trypsin_inhibitor,0.169,8564,0.471,0.91,0.559,90.99,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,32675,126,0
CARBOXYPEPTIDASE_A1_and_trypsin_inhibitor_4,CARBOXYPEPTIDASE_A1,trypsin_inhibitor,0,0,0.174,0.878,0.315,89.636,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,32675,126,0
CARBOXYPEPTIDASE_A1_and_trypsin_inhibitor_5,CARBOXYPEPTIDASE_A1,trypsin_inhibitor,0.173,8016,0.462,0.909,0.552,90.875,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,32675,126,0
CALPAIN_2_and_pancreatic_trypsin_inhibitor_1,CALPAIN_2,pancreatic_trypsin_inhibitor,0,0,0.288,0.786,0.388,82.88,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,44560,27511,0
CALPAIN_2_and_pancreatic_trypsin_inhibitor_2,CALPAIN_2,pancreatic_trypsin_inhibitor,0.005,3,0.339,0.774,0.426,82.789,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,44560,27511,0
CALPAIN_2_and_pancreatic_trypsin_inhibitor_3,CALPAIN_2,pancreatic_trypsin_inhibitor,0.008,1,0.334,0.801,0.428,83.037,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,44560,27511,0
CALPAIN_2_and_pancreatic_trypsin_inhibitor_4,CALPAIN_2,pancreatic_trypsin_inhibitor,0,0,0.348,0.772,0.433,82.142,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,44560,27511,0
CALPAIN_2_and_pancreatic_trypsin_inhibitor_5,CALPAIN_2,pancreatic_trypsin_inhibitor,0,0,0.351,0.774,0.436,81.576,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,44560,27511,0
MMP_1_and_timp_1_1,MMP_1,timp_1,0.462,66427,0.849,0.798,0.839,90.284,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35303,5535,1
MMP_1_and_timp_1_2,MMP_1,timp_1,0.521,59262,0.862,0.726,0.835,90.094,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35303,5535,1
MMP_1_and_timp_1_3,MMP_1,timp_1,0.399,106239,0.865,0.848,0.861,91.432,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35303,5535,1
MMP_1_and_timp_1_4,MMP_1,timp_1,0.445,68487,0.838,0.79,0.829,90.309,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35303,5535,1
MMP_1_and_timp_1_5,MMP_1,timp_1,0.424,66690,0.827,0.745,0.81,89.161,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35303,5535,1
TRYPSIN_and_pancreatic_trypsin_inhibitor_1,TRYPSIN,pancreatic_trypsin_inhibitor,0.758,25103,0.938,0.957,0.942,98.218,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,116213,27511,1
TRYPSIN_and_pancreatic_trypsin_inhibitor_2,TRYPSIN,pancreatic_trypsin_inhibitor,0.755,25228,0.934,0.956,0.939,98.294,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,116213,27511,1
TRYPSIN_and_pancreatic_trypsin_inhibitor_3,TRYPSIN,pancreatic_trypsin_inhibitor,0.759,25154,0.939,0.958,0.943,98.27,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,116213,27511,1
TRYPSIN_and_pancreatic_trypsin_inhibitor_4,TRYPSIN,pancreatic_trypsin_inhibitor,0.762,25177,0.936,0.958,0.941,98.269,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,116213,27511,1
TRYPSIN_and_pancreatic_trypsin_inhibitor_5,TRYPSIN,pancreatic_trypsin_inhibitor,0.758,25205,0.937,0.959,0.941,98.299,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,116213,27511,1
MMP_1_and_amoebiasin_2_1,MMP_1,amoebiasin_2,0.085,2979,0.373,0.74,0.447,88.641,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35303,2999,0
MMP_1_and_amoebiasin_2_2,MMP_1,amoebiasin_2,0.179,22399,0.562,0.793,0.608,90.996,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35303,2999,0
MMP_1_and_amoebiasin_2_3,MMP_1,amoebiasin_2,0.141,12648,0.505,0.793,0.563,90.575,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35303,2999,0
MMP_1_and_amoebiasin_2_4,MMP_1,amoebiasin_2,0.079,1735,0.301,0.727,0.386,87.885,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35303,2999,0
MMP_1_and_amoebiasin_2_5,MMP_1,amoebiasin_2,0.292,43594,0.689,0.829,0.717,92.105,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35303,2999,0
PAPAIN_and_cystatin_A_1,PAPAIN,cystatin_A,0.705,39761,0.925,0.952,0.93,97.104,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,47245,4998,1
PAPAIN_and_cystatin_A_2,PAPAIN,cystatin_A,0.714,39745,0.931,0.953,0.936,97.259,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,47245,4998,1
PAPAIN_and_cystatin_A_3,PAPAIN,cystatin_A,0.707,39221,0.924,0.949,0.929,96.403,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,47245,4998,1
PAPAIN_and_cystatin_A_4,PAPAIN,cystatin_A,0.71,39822,0.925,0.951,0.93,97.169,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,47245,4998,1
PAPAIN_and_cystatin_A_5,PAPAIN,cystatin_A,0.709,39455,0.927,0.951,0.932,96.713,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,47245,4998,1
TRYPSIN_and_serine_protease_inhibitor_1_1,TRYPSIN,serine_protease_inhibitor_1,0.553,62628,0.858,0.906,0.867,95.057,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,116213,2583,1
TRYPSIN_and_serine_protease_inhibitor_1_2,TRYPSIN,serine_protease_inhibitor_1,0.616,62298,0.915,0.926,0.917,94.838,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,116213,2583,1
TRYPSIN_and_serine_protease_inhibitor_1_3,TRYPSIN,serine_protease_inhibitor_1,0.596,61257,0.909,0.923,0.911,94.516,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,116213,2583,1
TRYPSIN_and_serine_protease_inhibitor_1_4,TRYPSIN,serine_protease_inhibitor_1,0.59,63156,0.881,0.915,0.888,95.305,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,116213,2583,1
TRYPSIN_and_serine_protease_inhibitor_1_5,TRYPSIN,serine_protease_inhibitor_1,0.517,62486,0.841,0.897,0.853,94.673,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,116213,2583,1
PEPSIN_and_aspin_1,PEPSIN,aspin,0.499,88197,0.826,0.909,0.843,91.141,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,41957,652,1
PEPSIN_and_aspin_2,PEPSIN,aspin,0.465,86945,0.811,0.9,0.829,90.276,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,41957,652,1
PEPSIN_and_aspin_3,PEPSIN,aspin,0.545,89625,0.856,0.919,0.869,91.931,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,41957,652,1
PEPSIN_and_aspin_4,PEPSIN,aspin,0,0,0.176,0.693,0.28,80.276,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,41957,652,1
PEPSIN_and_aspin_5,PEPSIN,aspin,0.535,88491,0.852,0.914,0.864,91.443,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,41957,652,1
MMP_3_and_cystatin_A_1,MMP_3,cystatin_A,0.142,4137,0.409,0.471,0.421,78.917,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,34670,4998,0
MMP_3_and_cystatin_A_2,MMP_3,cystatin_A,0.158,6468,0.434,0.475,0.442,82.253,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,34670,4998,0
MMP_3_and_cystatin_A_3,MMP_3,cystatin_A,0.093,2305,0.303,0.448,0.332,81.335,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,34670,4998,0
MMP_3_and_cystatin_A_4,MMP_3,cystatin_A,0.124,3350,0.365,0.465,0.385,79.743,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,34670,4998,0
MMP_3_and_cystatin_A_5,MMP_3,cystatin_A,0.134,3710,0.36,0.464,0.381,81.279,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,34670,4998,0
PROTEINASE_A_and_proteinase_inhibitor_ia3_peptide_1,PROTEINASE_A,proteinase_inhibitor_ia3_peptide,0.737,20645,0.942,0.951,0.944,95.576,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,55236,48,1
PROTEINASE_A_and_proteinase_inhibitor_ia3_peptide_2,PROTEINASE_A,proteinase_inhibitor_ia3_peptide,0.729,20583,0.936,0.948,0.939,95.446,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,55236,48,1
PROTEINASE_A_and_proteinase_inhibitor_ia3_peptide_3,PROTEINASE_A,proteinase_inhibitor_ia3_peptide,0.736,20655,0.94,0.949,0.942,95.758,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,55236,48,1
PROTEINASE_A_and_proteinase_inhibitor_ia3_peptide_4,PROTEINASE_A,proteinase_inhibitor_ia3_peptide,0.734,20757,0.942,0.951,0.944,95.603,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,55236,48,1
PROTEINASE_A_and_proteinase_inhibitor_ia3_peptide_5,PROTEINASE_A,proteinase_inhibitor_ia3_peptide,0.733,20803,0.94,0.948,0.942,95.396,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,55236,48,1
PROTHROMBIN_and_smpi_1,PROTHROMBIN,smpi,0.123,4263,0.363,0.774,0.445,90.952,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,143251,1077,0
PROTHROMBIN_and_smpi_2,PROTHROMBIN,smpi,0.047,225,0.293,0.755,0.385,91.242,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,143251,1077,0
PROTHROMBIN_and_smpi_3,PROTHROMBIN,smpi,0.09,5071,0.359,0.774,0.442,90.964,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,143251,1077,0
PROTHROMBIN_and_smpi_4,PROTHROMBIN,smpi,0,0,0.217,0.736,0.321,89.544,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,143251,1077,0
PROTHROMBIN_and_smpi_5,PROTHROMBIN,smpi,0,0,0.172,0.728,0.283,88.146,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,143251,1077,0
PROTHROMBIN_and_prothrombin_inhibitor_1,PROTHROMBIN,prothrombin_inhibitor,0.738,17168,0.93,0.947,0.933,96.042,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,143251,834,1
PROTHROMBIN_and_prothrombin_inhibitor_2,PROTHROMBIN,prothrombin_inhibitor,0.739,16659,0.919,0.949,0.925,96.048,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,143251,834,1
PROTHROMBIN_and_prothrombin_inhibitor_3,PROTHROMBIN,prothrombin_inhibitor,0.731,16658,0.915,0.946,0.921,95.891,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,143251,834,1
PROTHROMBIN_and_prothrombin_inhibitor_4,PROTHROMBIN,prothrombin_inhibitor,0.728,16854,0.917,0.947,0.923,95.839,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,143251,834,1
PROTHROMBIN_and_prothrombin_inhibitor_5,PROTHROMBIN,prothrombin_inhibitor,0.729,16727,0.915,0.947,0.921,95.799,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,143251,834,1
PROTEINASE_A_and_cmpi-ii_1,PROTEINASE_A,cmpi-ii,0.123,5667,0.407,0.864,0.498,85.79,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,55236,17099,0
PROTEINASE_A_and_cmpi-ii_2,PROTEINASE_A,cmpi-ii,0.19,19357,0.563,0.884,0.627,88.311,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,55236,17099,0
PROTEINASE_A_and_cmpi-ii_3,PROTEINASE_A,cmpi-ii,0.143,7036,0.424,0.862,0.511,86.644,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,55236,17099,0
PROTEINASE_A_and_cmpi-ii_4,PROTEINASE_A,cmpi-ii,0.315,27794,0.675,0.903,0.721,89.771,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,55236,17099,0
PROTEINASE_A_and_cmpi-ii_5,PROTEINASE_A,cmpi-ii,0.339,28305,0.68,0.902,0.725,89.601,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,55236,17099,0
