,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
GAG_PRO_POL_POLYPROTEIN_and_putative_lipoprotein_3,GAG_PRO_POL_POLYPROTEIN,putative_lipoprotein,0.089,399,0.18,0.717,0.287,73.716,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,3259,4,0
GAG_PRO_POL_POLYPROTEIN_and_putative_lipoprotein_4,GAG_PRO_POL_POLYPROTEIN,putative_lipoprotein,0.178,762,0.308,0.754,0.397,79.074,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,3259,4,0
GAG_PRO_POL_POLYPROTEIN_and_putative_lipoprotein_5,GAG_PRO_POL_POLYPROTEIN,putative_lipoprotein,0.201,887,0.297,0.718,0.381,73.079,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,3259,4,0
METALLOPROTEINASE_and_h_256_1,METALLOPROTEINASE,h_256,0.298,1609,0.62,0.939,0.684,95.419,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,27054,1,0
METALLOPROTEINASE_and_h_256_2,METALLOPROTEINASE,h_256,0.323,1603,0.625,0.939,0.688,95.483,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,27054,1,0
METALLOPROTEINASE_and_h_256_3,METALLOPROTEINASE,h_256,0.512,2304,0.834,0.948,0.857,96.367,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,27054,1,0
METALLOPROTEINASE_and_h_256_4,METALLOPROTEINASE,h_256,0.425,2051,0.758,0.946,0.796,95.97,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,27054,1,0
METALLOPROTEINASE_and_h_256_5,METALLOPROTEINASE,h_256,0.346,1681,0.683,0.942,0.735,95.679,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,27054,1,0
METALLOPROTEINASE_and_enw_1,METALLOPROTEINASE,enw,0.25,630,0.566,0.947,0.642,96.42,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_enw_2,METALLOPROTEINASE,enw,0.28,632,0.577,0.947,0.651,96.539,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_enw_3,METALLOPROTEINASE,enw,0.277,623,0.59,0.947,0.661,96.255,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_enw_4,METALLOPROTEINASE,enw,0.315,624,0.634,0.948,0.697,96.103,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,27054,1,1
METALLOPROTEINASE_and_enw_5,METALLOPROTEINASE,enw,0.255,614,0.584,0.947,0.656,96.336,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,27054,1,1
72_KDA_TYPE_IV_COLLAGENASE_and_amyloid_beta_a4_protein_1,72_KDA_TYPE_IV_COLLAGENASE,amyloid_beta_a4_protein,0.252,1752,0.475,0.916,0.563,91.365,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,30094,6,1
72_KDA_TYPE_IV_COLLAGENASE_and_amyloid_beta_a4_protein_2,72_KDA_TYPE_IV_COLLAGENASE,amyloid_beta_a4_protein,0.245,1611,0.439,0.913,0.534,91.706,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,30094,6,1
72_KDA_TYPE_IV_COLLAGENASE_and_amyloid_beta_a4_protein_3,72_KDA_TYPE_IV_COLLAGENASE,amyloid_beta_a4_protein,0.484,2417,0.728,0.931,0.769,94.758,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,30094,6,1
72_KDA_TYPE_IV_COLLAGENASE_and_amyloid_beta_a4_protein_4,72_KDA_TYPE_IV_COLLAGENASE,amyloid_beta_a4_protein,0.631,3142,0.886,0.944,0.897,96.946,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,30094,6,1
72_KDA_TYPE_IV_COLLAGENASE_and_amyloid_beta_a4_protein_5,72_KDA_TYPE_IV_COLLAGENASE,amyloid_beta_a4_protein,0.695,3261,0.918,0.943,0.923,97.263,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,30094,6,1
ALPHA_THROMBIN_2_and_ps2_1,ALPHA_THROMBIN_2,ps2,0.264,2165,0.621,0.914,0.68,89.115,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,147077,8,0
ALPHA_THROMBIN_2_and_ps2_2,ALPHA_THROMBIN_2,ps2,0.257,2175,0.618,0.914,0.677,89.155,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,147077,8,0
ALPHA_THROMBIN_2_and_ps2_3,ALPHA_THROMBIN_2,ps2,0.284,2200,0.662,0.915,0.713,89.278,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,147077,8,0
ALPHA_THROMBIN_2_and_ps2_4,ALPHA_THROMBIN_2,ps2,0.241,2090,0.587,0.912,0.652,88.387,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,147077,8,0
ALPHA_THROMBIN_2_and_ps2_5,ALPHA_THROMBIN_2,ps2,0.216,2038,0.54,0.91,0.614,88.162,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,147077,8,0
MIROLYSIN_and_putative_lipoprotein_1,MIROLYSIN,putative_lipoprotein,0.217,3111,0.485,0.933,0.574,92.983,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,21859,4,1
MIROLYSIN_and_putative_lipoprotein_2,MIROLYSIN,putative_lipoprotein,0.213,2959,0.467,0.933,0.56,93.371,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,21859,4,1
MIROLYSIN_and_putative_lipoprotein_3,MIROLYSIN,putative_lipoprotein,0.221,2661,0.447,0.932,0.544,93.162,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,21859,4,1
MIROLYSIN_and_putative_lipoprotein_4,MIROLYSIN,putative_lipoprotein,0.204,2985,0.454,0.933,0.55,93.065,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,21859,4,1
MIROLYSIN_and_putative_lipoprotein_5,MIROLYSIN,putative_lipoprotein,0.226,3241,0.504,0.934,0.59,93.061,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,21859,4,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_upain_1_w3a_1,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,upain_1_w3a,0.745,5924,0.957,0.944,0.954,96.161,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,142884,21,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_upain_1_w3a_2,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,upain_1_w3a,0.734,5924,0.954,0.942,0.952,96.182,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,142884,21,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_upain_1_w3a_3,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,upain_1_w3a,0.73,5926,0.953,0.945,0.952,96.226,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,142884,21,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_upain_1_w3a_4,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,upain_1_w3a,0.735,5927,0.955,0.945,0.953,96.352,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,142884,21,1
UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR_and_upain_1_w3a_5,UROKINASE_TYPE_PLASMINOGEN_ACTIVATOR,upain_1_w3a,0.705,5920,0.947,0.944,0.947,96.074,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,142884,21,1
ALPHA_THROMBIN_and_thrombin_nonapeptide_inhibitor_1,ALPHA_THROMBIN,thrombin_nonapeptide_inhibitor,0.177,2190,0.537,0.909,0.611,88.533,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,147369,15,1
ALPHA_THROMBIN_and_thrombin_nonapeptide_inhibitor_2,ALPHA_THROMBIN,thrombin_nonapeptide_inhibitor,0.333,3255,0.736,0.918,0.773,90.244,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,147369,15,1
ALPHA_THROMBIN_and_thrombin_nonapeptide_inhibitor_3,ALPHA_THROMBIN,thrombin_nonapeptide_inhibitor,0.523,4635,0.904,0.92,0.907,90.493,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,147369,15,1
ALPHA_THROMBIN_and_thrombin_nonapeptide_inhibitor_4,ALPHA_THROMBIN,thrombin_nonapeptide_inhibitor,0.53,4631,0.9,0.919,0.904,90.026,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,147369,15,1
ALPHA_THROMBIN_and_thrombin_nonapeptide_inhibitor_5,ALPHA_THROMBIN,thrombin_nonapeptide_inhibitor,0.572,4656,0.922,0.915,0.92,89.465,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,147369,15,1
SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN_and_peptide_cglr_1,SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN,peptide_cglr,0.255,866,0.653,0.952,0.713,97.462,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,154205,2,1
SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN_and_peptide_cglr_2,SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN,peptide_cglr,0.549,1734,0.928,0.957,0.934,98.381,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,154205,2,1
SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN_and_peptide_cglr_3,SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN,peptide_cglr,0.278,977,0.7,0.954,0.751,97.515,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,154205,2,1
SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN_and_peptide_cglr_4,SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN,peptide_cglr,0.548,1718,0.935,0.96,0.94,98.451,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,154205,2,1
SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN_and_peptide_cglr_5,SUPPRESSOR_OF_TUMORIGENICITY_14_PROTEIN,peptide_cglr,0.565,1769,0.945,0.96,0.948,98.511,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,154205,2,1
3C_LIKE_PROTEINASE_and_ns4a_peptide_1,3C_LIKE_PROTEINASE,ns4a_peptide,0.251,3557,0.548,0.913,0.621,93.027,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,10,0
3C_LIKE_PROTEINASE_and_ns4a_peptide_2,3C_LIKE_PROTEINASE,ns4a_peptide,0.175,2394,0.422,0.9,0.518,92.12,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,10,0
3C_LIKE_PROTEINASE_and_ns4a_peptide_3,3C_LIKE_PROTEINASE,ns4a_peptide,0.171,2400,0.447,0.864,0.53,90.59,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,10,0
3C_LIKE_PROTEINASE_and_ns4a_peptide_4,3C_LIKE_PROTEINASE,ns4a_peptide,0.189,2560,0.441,0.904,0.534,92.082,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,10,0
3C_LIKE_PROTEINASE_and_ns4a_peptide_5,3C_LIKE_PROTEINASE,ns4a_peptide,0.168,2832,0.449,0.9,0.539,91.745,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,10,0
HUMAN_ADENOVIRUS_D8_PROTEASE_and_upain_1_w3a_1,HUMAN_ADENOVIRUS_D8_PROTEASE,upain_1_w3a,0.091,1718,0.38,0.912,0.487,90.898,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2255,21,0
HUMAN_ADENOVIRUS_D8_PROTEASE_and_upain_1_w3a_2,HUMAN_ADENOVIRUS_D8_PROTEASE,upain_1_w3a,0.029,249,0.326,0.907,0.443,90.451,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2255,21,0
HUMAN_ADENOVIRUS_D8_PROTEASE_and_upain_1_w3a_3,HUMAN_ADENOVIRUS_D8_PROTEASE,upain_1_w3a,0.039,561,0.366,0.906,0.474,90.475,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2255,21,0
HUMAN_ADENOVIRUS_D8_PROTEASE_and_upain_1_w3a_4,HUMAN_ADENOVIRUS_D8_PROTEASE,upain_1_w3a,0.038,441,0.318,0.885,0.432,86.594,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2255,21,0
HUMAN_ADENOVIRUS_D8_PROTEASE_and_upain_1_w3a_5,HUMAN_ADENOVIRUS_D8_PROTEASE,upain_1_w3a,0.105,2147,0.419,0.909,0.517,90.289,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2255,21,0
3C_LIKE_PROTEINASE_and_3c_like_proteinase_inhibitor_1,3C_LIKE_PROTEINASE,3c_like_proteinase_inhibitor,0.515,2579,0.899,0.907,0.9,95.507,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_3c_like_proteinase_inhibitor_2,3C_LIKE_PROTEINASE,3c_like_proteinase_inhibitor,0.491,2501,0.896,0.91,0.899,95.969,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_3c_like_proteinase_inhibitor_3,3C_LIKE_PROTEINASE,3c_like_proteinase_inhibitor,0.426,2254,0.85,0.9,0.86,95.285,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_3c_like_proteinase_inhibitor_4,3C_LIKE_PROTEINASE,3c_like_proteinase_inhibitor,0.539,2590,0.913,0.92,0.915,96.214,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,2065,1,1
3C_LIKE_PROTEINASE_and_3c_like_proteinase_inhibitor_5,3C_LIKE_PROTEINASE,3c_like_proteinase_inhibitor,0.493,2512,0.888,0.92,0.894,96.105,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,2065,1,1
BETA_ACROSIN_HEAVY_CHAIN_and_beta_acrosin_light_chain_1,BETA_ACROSIN_HEAVY_CHAIN,beta_acrosin_light_chain,0.612,7336,0.816,0.861,0.825,89.768,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,151387,104,1
BETA_ACROSIN_HEAVY_CHAIN_and_beta_acrosin_light_chain_2,BETA_ACROSIN_HEAVY_CHAIN,beta_acrosin_light_chain,0.57,7133,0.791,0.858,0.805,88.715,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,151387,104,1
BETA_ACROSIN_HEAVY_CHAIN_and_beta_acrosin_light_chain_3,BETA_ACROSIN_HEAVY_CHAIN,beta_acrosin_light_chain,0.605,6974,0.815,0.861,0.824,89.051,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,151387,104,1
BETA_ACROSIN_HEAVY_CHAIN_and_beta_acrosin_light_chain_4,BETA_ACROSIN_HEAVY_CHAIN,beta_acrosin_light_chain,0.586,7121,0.808,0.861,0.819,89.475,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,151387,104,1
BETA_ACROSIN_HEAVY_CHAIN_and_beta_acrosin_light_chain_5,BETA_ACROSIN_HEAVY_CHAIN,beta_acrosin_light_chain,0.573,6938,0.795,0.859,0.808,88.283,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,151387,104,1
BACE_and_aspartic_peptidase_inhibitor_5_1,BACE,aspartic_peptidase_inhibitor_5,0.144,3119,0.506,0.826,0.57,87.323,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35154,2,1
BACE_and_aspartic_peptidase_inhibitor_5_2,BACE,aspartic_peptidase_inhibitor_5,0.034,1294,0.427,0.825,0.507,87.231,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35154,2,1
BACE_and_aspartic_peptidase_inhibitor_5_3,BACE,aspartic_peptidase_inhibitor_5,0.17,3113,0.52,0.83,0.582,87.461,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35154,2,1
BACE_and_aspartic_peptidase_inhibitor_5_4,BACE,aspartic_peptidase_inhibitor_5,0.182,3478,0.553,0.831,0.608,87.408,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35154,2,1
BACE_and_aspartic_peptidase_inhibitor_5_5,BACE,aspartic_peptidase_inhibitor_5,0.205,3335,0.542,0.83,0.6,86.633,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35154,2,1
THROMBIN_and_decapeptide_inhibitor_1,THROMBIN,decapeptide_inhibitor,0.668,5224,0.949,0.927,0.945,91.879,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,147077,20,1
THROMBIN_and_decapeptide_inhibitor_2,THROMBIN,decapeptide_inhibitor,0.643,5296,0.943,0.929,0.94,92.121,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,147077,20,1
THROMBIN_and_decapeptide_inhibitor_3,THROMBIN,decapeptide_inhibitor,0.642,5150,0.944,0.927,0.941,91.616,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,147077,20,1
THROMBIN_and_decapeptide_inhibitor_4,THROMBIN,decapeptide_inhibitor,0.645,5073,0.939,0.923,0.936,90.866,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,147077,20,1
THROMBIN_and_decapeptide_inhibitor_5,THROMBIN,decapeptide_inhibitor,0.638,5099,0.942,0.922,0.938,90.732,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,147077,20,1
COAGULATION_FACTOR_XI_and_coagulation_factor_xi_inhibitor_1,COAGULATION_FACTOR_XI,coagulation_factor_xi_inhibitor,0.135,2883,0.443,0.9,0.535,89.428,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,158033,12,1
COAGULATION_FACTOR_XI_and_coagulation_factor_xi_inhibitor_2,COAGULATION_FACTOR_XI,coagulation_factor_xi_inhibitor,0.176,3133,0.426,0.899,0.521,89.508,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,158033,12,1
COAGULATION_FACTOR_XI_and_coagulation_factor_xi_inhibitor_3,COAGULATION_FACTOR_XI,coagulation_factor_xi_inhibitor,0.175,3682,0.484,0.905,0.568,89.47,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,158033,12,1
COAGULATION_FACTOR_XI_and_coagulation_factor_xi_inhibitor_4,COAGULATION_FACTOR_XI,coagulation_factor_xi_inhibitor,0.043,347,0.343,0.895,0.453,89.011,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,158033,12,1
COAGULATION_FACTOR_XI_and_coagulation_factor_xi_inhibitor_5,COAGULATION_FACTOR_XI,coagulation_factor_xi_inhibitor,0.078,2496,0.411,0.901,0.509,89.354,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,158033,12,1
ELASTASE_and_inhibitor_fr901451_1,ELASTASE,inhibitor_fr901451,0.234,2727,0.535,0.936,0.615,94.169,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,148820,133,1
ELASTASE_and_inhibitor_fr901451_2,ELASTASE,inhibitor_fr901451,0.221,2698,0.519,0.937,0.603,94.108,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,148820,133,1
ELASTASE_and_inhibitor_fr901451_3,ELASTASE,inhibitor_fr901451,0.242,2590,0.514,0.936,0.598,94.104,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,148820,133,1
ELASTASE_and_inhibitor_fr901451_4,ELASTASE,inhibitor_fr901451,0.255,2749,0.545,0.941,0.625,94.407,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,148820,133,1
ELASTASE_and_inhibitor_fr901451_5,ELASTASE,inhibitor_fr901451,0.243,2574,0.527,0.94,0.61,94.379,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,148820,133,1
ALKALINE_PROTEASE_and_alkaline_protease_tetrapeptide_inhibitor_1,ALKALINE_PROTEASE,alkaline_protease_tetrapeptide_inhibitor,0.206,1825,0.673,0.94,0.727,94.18,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,57089,1,1
ALKALINE_PROTEASE_and_alkaline_protease_tetrapeptide_inhibitor_2,ALKALINE_PROTEASE,alkaline_protease_tetrapeptide_inhibitor,0.287,1862,0.734,0.943,0.775,94.741,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,57089,1,1
ALKALINE_PROTEASE_and_alkaline_protease_tetrapeptide_inhibitor_3,ALKALINE_PROTEASE,alkaline_protease_tetrapeptide_inhibitor,0.286,1854,0.735,0.937,0.775,94.212,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,57089,1,1
ALKALINE_PROTEASE_and_alkaline_protease_tetrapeptide_inhibitor_4,ALKALINE_PROTEASE,alkaline_protease_tetrapeptide_inhibitor,0.301,1874,0.755,0.94,0.792,94.338,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,57089,1,1
ALKALINE_PROTEASE_and_alkaline_protease_tetrapeptide_inhibitor_5,ALKALINE_PROTEASE,alkaline_protease_tetrapeptide_inhibitor,0.329,1898,0.792,0.938,0.821,94.242,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,57089,1,1
METALLOPROTEINASE_and_upain_1_w3a_1,METALLOPROTEINASE,upain_1_w3a,0.161,2366,0.448,0.922,0.543,92.338,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,27054,21,0
METALLOPROTEINASE_and_upain_1_w3a_2,METALLOPROTEINASE,upain_1_w3a,0.264,2566,0.54,0.929,0.618,93.276,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,27054,21,0
METALLOPROTEINASE_and_upain_1_w3a_3,METALLOPROTEINASE,upain_1_w3a,0.188,2399,0.467,0.924,0.559,92.454,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,27054,21,0
METALLOPROTEINASE_and_upain_1_w3a_4,METALLOPROTEINASE,upain_1_w3a,0.19,2403,0.455,0.925,0.549,92.418,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,27054,21,0
METALLOPROTEINASE_and_upain_1_w3a_5,METALLOPROTEINASE,upain_1_w3a,0.19,2383,0.456,0.924,0.55,92.465,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,27054,21,0
BACE_and_bicyclic_peptide_inhibitor_1,BACE,bicyclic_peptide_inhibitor,0.091,3049,0.461,0.82,0.533,86.121,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,35154,18,0
BACE_and_bicyclic_peptide_inhibitor_2,BACE,bicyclic_peptide_inhibitor,0.094,4868,0.511,0.827,0.574,86.408,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,35154,18,0
BACE_and_bicyclic_peptide_inhibitor_3,BACE,bicyclic_peptide_inhibitor,0.081,4169,0.487,0.824,0.554,86.355,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,35154,18,0
BACE_and_bicyclic_peptide_inhibitor_4,BACE,bicyclic_peptide_inhibitor,0.102,3846,0.476,0.823,0.546,86.136,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,35154,18,0
BACE_and_bicyclic_peptide_inhibitor_5,BACE,bicyclic_peptide_inhibitor,0.139,3568,0.497,0.824,0.563,85.56,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,35154,18,0
DIPEPTIDYL_PEPTIDASE_3_and_decapeptide_inhibitor_1,DIPEPTIDYL_PEPTIDASE_3,decapeptide_inhibitor,0.143,6194,0.638,0.827,0.676,92.884,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,18516,20,0
DIPEPTIDYL_PEPTIDASE_3_and_decapeptide_inhibitor_2,DIPEPTIDYL_PEPTIDASE_3,decapeptide_inhibitor,0.2,7152,0.673,0.796,0.698,92.578,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,18516,20,0
DIPEPTIDYL_PEPTIDASE_3_and_decapeptide_inhibitor_3,DIPEPTIDYL_PEPTIDASE_3,decapeptide_inhibitor,0.221,7208,0.705,0.932,0.75,94.468,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,18516,20,0
